order_id,order_date,category,sub_category,region,segment,quantity,sales,discount,profit
5678,2024-07-09,Technology,Copiers,NORTH,Consumer,1,29.19,0,2.36
5679,2024-01-12,Office Supplies,Binders,South,Consumer,3,2374.98,0.3,-145.79
5680,2024-03-18,Technology,Phones,West,Corporate,2,440.04,0.1,-27.58
5681,2024-10-22,Furniture,Bookcases,West,Corporate,2,94.9,0.15,2.87
5682,2024-11-09,Furniture,Chairs,east,Home Office,4,906.12,0.1,194.86
5683,2024-06-04,Office Supplies,Art,West,Home Office,4,1998.12,0.3,-130.53
5684,2024-11-11,Technology,Accessories,SOUTH,Corporate,1,760.04,0.2,44.27
5685,2024-02-15,Furniture,Tables,north,Consumer,1,24.09,0.1,4.81
5686,2024-01-19,Technology,Phones,west,Consumer,2,395.72,0,65.37
5687,2024-01-11,Office Supplies,Art,North,Home Office,1,489.38,0.1,-21.46
5688,2024-07-28,Office Supplies,Binders,NORTH,Consumer,5,1985.05,0.1,595.01
5689,2024-11-09,Furniture,Furnishings,EAST,Corporate,2,1000.72,0,99.92
5690,2024-11-04,Technology,Copiers,North,Corporate,2,1175.76,0.3,84.21
5691,2024-01-20,Furniture,Chairs,West,Corporate,2,1070.72,0,197.22
5692,2024-07-04,Furniture,Furnishings,South,Corporate,2,1013.26,0.15,136.3
5693,2024-07-19,Office Supplies,Storage,South,Home Office,5,3969.25,0,258.9
5694,2024-01-23,Technology,Accessories,West,Home Office,2,1516.18,0,-115.38
5695,2024-03-26,Technology,Phones,SOUTH,Home Office,2,396.18,0.1,95.78
5696,2024-04-15,Technology,Machines,South,Consumer,3,2130.54,0,-156.01
5697,2024-09-09,Office Supplies,Paper,East,Consumer,5,1997.6,0,-136.66
5698,2024-03-13,Furniture,Furnishings,North,Consumer,1,745.18,0.15,126.92
5699,2024-08-27,Technology,Phones,West,Consumer,5,3292.1,0,966.73
5700,2024-05-04,Furniture,Bookcases,South,Consumer,5,768.65,0.1,115.44
5701,2024-07-22,Office Supplies,Paper,South,Home Office,1,680.58,0.15,42.81
5702,2024-03-08,Office Supplies,Paper,South,Corporate,4,2243.24,0.2,514.24
5703,2024-12-10,Furniture,Bookcases,North,Consumer,5,2729.45,0.3,492.3
5704,2024-03-06,Furniture,Furnishings,NORTH,Corporate,1,68.0,0.3,-6.98
5705,2024-11-02,Technology,Copiers,NORTH,Corporate,5,3776.6,0.2,225.97
5706,2024-07-23,Furniture,Furnishings,east,Home Office,2,1259.32,0.15,33.25
5707,2024-05-24,Furniture,Furnishings,north,Corporate,1,179.18,0,12.93
5708,2024-02-15,Furniture,Furnishings,East,Consumer,1,457.8,0.3,20.44
5709,2024-12-25,Office Supplies,Storage,WEST,Home Office,4,534.68,0.1,-26.27
5710,2024-07-21,Furniture,Furnishings,West,Corporate,1,450.1,0.2,79.29
5711,2024-05-11,Office Supplies,Paper,East,Consumer,2,1332.12,0,407.77
5712,2024-11-17,Technology,Copiers,south,Corporate,5,112.65,0.2,31.13
5713,2024-07-25,Furniture,Bookcases,West,Consumer,1,380.07,0.1,73.28
5714,2024-05-13,Technology,Phones,North,Consumer,1,337.6,0.15,51.94
5715,2024-04-03,Technology,Copiers,West,Consumer,2,839.78,0.15,160.35
5716,2024-11-19,Office Supplies,Storage,West,Consumer,3,1316.34,0.1,17.48
5717,2024-08-19,Office Supplies,Storage,West,Consumer,3,520.59,0,133.59
5718,2024-04-16,Furniture,Bookcases,East,Consumer,5,1229.8,0.15,57.15
5719,2024-12-03,Furniture,Chairs,north,Consumer,2,261.44,0.15,57.77
5720,2024-11-14,Office Supplies,Storage,NORTH,Corporate,1,108.22,0,10.12
5721,2024-05-06,Furniture,Furnishings,East,Consumer,2,306.68,0.3,49.66
5722,2024-07-25,Technology,Machines,South,Home Office,3,184.38,0,62.11
5723,2024-09-11,Technology,Machines,South,Consumer,2,384.44,0.3,2.55
5724,2024-06-10,Furniture,Furnishings,West,Home Office,2,387.04,0.2,-12.32
5725,2024-07-03,Furniture,Bookcases,West,Home Office,5,89.35,0.3,-8.45
5726,2024-11-18,Technology,Copiers,East,Corporate,3,1820.88,0.1,559.36
5727,2024-12-09,Office Supplies,Paper,East,Consumer,2,1071.68,0.3,-61.16
5728,2024-03-24,Office Supplies,Paper,East,Home Office,1,790.43,0.1,15.28
5729,2024-10-05,Furniture,Bookcases,East,Consumer,1,337.01,0,-30.88
5730,2024-07-09,Technology,Accessories,North,Home Office,4,2833.68,0,658.65
5731,2024-01-08,Technology,Machines,East,Home Office,2,382.5,0.3,-13.59
5732,2024-05-10,Office Supplies,Storage,EAST,Home Office,1,415.17,0,-33.77
5733,2024-03-14,Office Supplies,Binders,East,Home Office,2,157.0,0.1,14.05
5734,2024-05-18,Office Supplies,Binders,East,Home Office,1,385.69,0,118.06
5735,2024-04-02,Furniture,Bookcases,north,Consumer,1,563.46,0,-47.68
5736,2024-11-02,Technology,Copiers,East,Corporate,1,535.44,0,33.53
5737,2024-02-09,Office Supplies,Paper,North,Consumer,2,206.0,0,21.95
5738,2024-05-07,Furniture,Chairs,South,Consumer,3,1842.81,0.1,-183.27
5739,2024-01-16,Office Supplies,Storage,west,Corporate,2,336.46,0.15,28.97
5740,2024-06-05,Furniture,Furnishings,South,Consumer,1,160.45,0.15,28.86
5741,2024-01-10,Office Supplies,Storage,North,Home Office,4,1254.84,0.3,71.54
5742,2024-04-16,Office Supplies,Storage,East,Consumer,1,72.56,0.3,1.12
5743,2024-11-03,Technology,Copiers,South,Consumer,3,1698.72,0.2,-174.06
5744,2024-11-27,Furniture,Chairs,West,Home Office,2,454.84,0,25.13
5745,2024-04-24,Technology,Machines,north,Corporate,5,879.1,0,-119.6
5746,2024-01-14,Technology,Machines,South,Corporate,2,1121.88,0.15,332.68
5747,2024-08-25,Furniture,Furnishings,North,Consumer,2,296.42,0.3,22.02
5748,2024-02-15,Furniture,Furnishings,east,Consumer,4,1190.08,0,351.1
5749,2024-06-08,Technology,Accessories,SOUTH,Consumer,2,381.06,0,22.51
5750,2024-12-24,Furniture,Chairs,West,Home Office,1,609.26,0,137.26
5751,2024-08-25,Technology,Accessories,South,Home Office,2,285.06,0,36.43
5752,2024-02-04,Furniture,Bookcases,North,Corporate,4,2402.72,0,418.2
5753,2024-01-16,Technology,Accessories,North,Home Office,3,1823.73,0.15,-190.98
5754,2024-09-17,Office Supplies,Art,WEST,Consumer,2,837.36,0,53.11
5755,2024-12-04,Office Supplies,Storage,North,Corporate,2,803.28,0,117.2
5756,2024-01-23,Office Supplies,Binders,South,Consumer,2,1394.88,0.2,13.3
5757,2024-08-15,Furniture,Tables,South,Home Office,2,204.4,0,50.92
5758,2024-12-26,Office Supplies,Binders,East,Home Office,2,1465.62,0,91.33
5759,2024-10-05,Furniture,Chairs,West,Corporate,1,559.78,0,33.85
5760,2024-10-11,Furniture,Chairs,South,Consumer,1,357.28,0.3,68.16
5761,2024-01-04,Technology,Machines,North,Home Office,2,668.48,0.15,-35.46
5762,2024-09-07,Technology,Machines,North,Corporate,1,692.3,0.15,93.68
5763,2024-05-15,Technology,Machines,East,Home Office,5,2916.8,0,-55.42
5764,2024-03-07,Office Supplies,Paper,South,Corporate,4,1089.88,0.1,254.36
5765,2024-06-02,Office Supplies,Art,West,Consumer,2,1325.62,0.2,-26.17
5766,2024-03-05,Technology,Machines,South,Corporate,2,1597.7,0.3,89.88
5767,2024-11-25,Technology,Accessories,south,Corporate,3,658.47,0.2,108.19
5768,2024-04-04,Office Supplies,Paper,North,Consumer,5,1222.45,0.1,14.74
5769,2024-12-26,Furniture,Bookcases,East,Home Office,1,561.51,0.15,84.46
5770,2024-09-03,Furniture,Chairs,north,Corporate,5,2535.1,0.3,115.08
5771,2024-05-28,Furniture,Furnishings,East,Corporate,5,513.25,0.2,98.5
5772,2024-11-23,Technology,Machines,North,Home Office,4,1063.68,0,-14.64
5773,2024-06-19,Furniture,Tables,NORTH,Corporate,1,526.88,0,166.17
5774,2024-09-06,Furniture,Tables,east,Consumer,1,200.99,0.15,18.29
5775,2024-02-01,Furniture,Furnishings,west,Corporate,4,1044.84,0,-143.32
5776,2024-02-17,Furniture,Tables,South,Home Office,4,539.0,0.1,84.6
5777,2024-03-15,Technology,Machines,east,Corporate,2,305.0,0,12.98
5778,2024-09-11,Technology,Machines,South,Consumer,3,2242.02,0.3,350.62
5779,2024-06-11,Furniture,Chairs,East,Consumer,5,1659.6,0.15,-142.55
5780,2024-12-25,Furniture,Furnishings,East,Consumer,2,1115.24,0,26.45
5781,2024-06-10,Technology,Accessories,West,Consumer,2,1140.22,0,254.03
5782,2024-09-18,Furniture,Bookcases,West,Corporate,3,889.14,0,-72.03
5783,2024-07-02,Furniture,Bookcases,North,Home Office,1,649.89,0.15,-4.72
5784,2024-02-05,Technology,Accessories,West,Home Office,1,91.3,0,29.84
5785,2024-12-08,Office Supplies,Binders,SOUTH,Consumer,5,3126.65,0,121.02
5786,2024-01-27,Furniture,Tables,West,Corporate,5,966.65,0,2.03
5787,2024-11-20,Technology,Copiers,North,Consumer,2,224.16,0.15,48.1
5788,2024-12-16,Technology,Machines,North,Home Office,3,2044.2,0,-297.47
5789,2024-11-16,Office Supplies,Art,East,Consumer,1,733.37,0.1,-73.81
5790,2024-08-21,Technology,Copiers,east,Home Office,1,361.33,0.15,82.65
5791,2024-06-16,Technology,Copiers,East,Home Office,5,3826.75,0.2,-126.52
5792,2024-12-05,Office Supplies,Binders,WEST,Corporate,3,1031.4,0.2,220.49
5793,2024-07-09,Furniture,Tables,south,Consumer,2,109.26,0.15,5.5
5794,2024-12-21,Technology,Copiers,East,Home Office,4,576.84,0.1,42.54
5795,2024-06-06,Office Supplies,Art,NORTH,Home Office,4,2757.68,0,763.29
5796,2024-10-20,Office Supplies,Paper,south,Home Office,1,269.71,0.15,6.11
5797,2024-06-23,Office Supplies,Art,North,Corporate,2,1309.2,0,-81.28
5798,2024-06-08,Furniture,Chairs,West,Home Office,3,276.21,0,-11.64
5799,2024-02-18,Office Supplies,Storage,east,Consumer,2,1120.04,0.2,27.15
5800,2024-06-14,Technology,Copiers,East,Consumer,1,755.86,0,-107.22
5801,2024-11-15,Furniture,Chairs,South,Home Office,1,479.5,0,-54.78
5802,2024-12-26,Technology,Machines,EAST,Consumer,5,3400.25,0.1,756.79
5803,2024-08-22,Furniture,Bookcases,East,Home Office,5,3379.55,0.1,485.58
5804,2024-09-18,Technology,Accessories,North,Consumer,5,2320.7,0,577.85
5805,2024-05-14,Office Supplies,Storage,South,Home Office,1,12.3,0,3.22
5806,2024-11-23,Technology,Accessories,south,Home Office,1,574.51,0.3,-54.83
5807,2024-04-08,Office Supplies,Storage,NORTH,Corporate,3,280.92,0.1,-11.46
5808,2024-08-19,Furniture,Tables,north,Consumer,1,266.22,0,92.5
5809,2024-07-26,Furniture,Furnishings,West,Corporate,2,311.3,0,59.07
5810,2024-04-22,Furniture,Furnishings,WEST,Home Office,5,1512.95,0,-163.43
5811,2024-11-05,Technology,Copiers,West,Corporate,3,2079.84,0.1,-106.61
5812,2024-03-11,Office Supplies,Storage,North,Home Office,2,371.92,0.2,76.59
5813,2024-09-16,Furniture,Tables,West,Corporate,2,871.44,0.3,172.81
5814,2024-02-03,Furniture,Tables,East,Corporate,2,206.18,0,45.86
5815,2024-01-17,Technology,Copiers,North,Home Office,2,316.92,0.15,86.14
5816,2024-06-21,Furniture,Tables,East,Consumer,3,486.69,0,-23.88
5817,2024-01-02,Furniture,Tables,East,Home Office,4,984.96,0.15,170.49
5818,2024-12-15,Furniture,Chairs,West,Corporate,2,1585.02,0,489.72
5819,2024-11-23,Technology,Copiers,South,Consumer,4,1507.52,0.15,-21.08
5820,2024-01-03,Technology,Copiers,north,Corporate,5,3913.35,0.1,906.47
5821,2024-02-26,Furniture,Furnishings,North,Corporate,1,222.42,0.1,-20.73
5822,2024-11-11,Technology,Accessories,West,Consumer,3,34.5,0.15,1.69
5823,2024-04-06,Technology,Accessories,NORTH,Consumer,2,1596.56,0.1,494.67
5824,2024-08-07,Furniture,Bookcases,West,Home Office,4,1000.76,0,233.77
5825,2024-04-10,Office Supplies,Art,South,Home Office,1,680.12,0.2,23.89
5826,2024-02-10,Furniture,Furnishings,WEST,Consumer,3,322.26,0,90.86
5827,2024-10-17,Furniture,Chairs,SOUTH,Consumer,1,500.44,0.1,21.34
5828,2024-11-15,Office Supplies,Storage,South,Corporate,1,364.43,0.15,25.77
5829,2024-11-21,Office Supplies,Paper,South,Home Office,3,1416.81,0.3,125.25
5830,2024-12-22,Technology,Phones,SOUTH,Consumer,4,454.08,0,-31.56
5831,2024-08-01,Furniture,Chairs,East,Consumer,5,1076.95,0,299.56
5832,2024-03-01,Furniture,Furnishings,East,Corporate,3,2014.35,0.2,237.34
5833,2024-08-22,Technology,Phones,SOUTH,Corporate,1,667.79,0.1,177.74
5834,2024-10-18,Furniture,Furnishings,NORTH,Consumer,4,639.6,0.15,87.06
5835,2024-05-03,Office Supplies,Binders,north,Home Office,5,506.3,0.1,10.54
5836,2024-07-19,Furniture,Furnishings,East,Corporate,1,541.95,0,-12.71
5837,2024-03-05,Office Supplies,Binders,West,Consumer,5,1147.9,0.2,166.18
5838,2024-04-08,Furniture,Tables,West,Consumer,1,126.1,0,10.65
5839,2024-10-17,Technology,Machines,North,Consumer,1,31.04,0,4.26
5840,2024-10-14,Technology,Phones,North,Consumer,3,2313.81,0,747.75
5841,2024-12-26,Office Supplies,Art,South,Home Office,4,2967.16,0,994.92
5842,2024-04-14,Furniture,Tables,South,Corporate,5,1904.0,0.2,312.05
5843,2024-05-14,Office Supplies,Art,West,Home Office,5,2965.65,0.2,437.95
5844,2024-01-21,Office Supplies,Binders,West,Home Office,2,278.8,0.3,0.81
5845,2024-08-15,Furniture,Furnishings,WEST,Consumer,2,775.3,0,89.2
5846,2024-02-12,Office Supplies,Paper,WEST,Home Office,2,257.46,0.3,1.75
5847,2024-03-05,Technology,Copiers,West,Consumer,1,725.38,0,36.06
5848,2024-01-21,Office Supplies,Paper,West,Home Office,3,1439.4,0.3,-32.33
5849,2024-10-03,Technology,Phones,South,Home Office,4,1014.36,0.1,156.56
5850,2024-04-08,Office Supplies,Art,east,Home Office,2,448.08,0.1,89.27
5851,2024-07-17,Technology,Phones,South,Consumer,5,2775.6,0,684.38
5852,2024-08-03,Furniture,Chairs,East,Consumer,2,602.2,0.3,-31.47
5853,2024-04-19,Office Supplies,Paper,North,Home Office,2,1383.78,0,-52.24
5854,2024-12-24,Office Supplies,Art,NORTH,Corporate,4,780.96,0.3,84.6
5855,2024-03-08,Furniture,Bookcases,north,Home Office,4,473.0,0.15,123.54
5856,2024-12-26,Office Supplies,Paper,WEST,Consumer,3,846.96,0,225.97
5857,2024-05-15,Furniture,Bookcases,WEST,Corporate,1,212.73,0.2,48.8
5858,2024-08-06,Furniture,Tables,South,Consumer,1,258.06,0,28.08
5859,2024-01-25,Furniture,Tables,south,Corporate,3,1175.04,0,264.7
5860,2024-04-08,Office Supplies,Paper,South,Consumer,1,265.57,0.2,-23.78
5861,2024-09-05,Office Supplies,Storage,North,Consumer,3,1235.25,0.1,155.56
5862,2024-02-04,Office Supplies,Storage,North,Home Office,2,187.68,0,-6.07
5863,2024-11-26,Technology,Phones,East,Consumer,5,3060.55,0.1,904.03
5864,2024-03-01,Furniture,Furnishings,north,Home Office,3,347.88,0.3,67.91
5865,2024-10-09,Furniture,Chairs,North,Corporate,1,694.7,0,-71.61
5866,2024-10-14,Office Supplies,Paper,north,Consumer,5,2052.9,0,-191.0
5867,2024-05-09,Furniture,Tables,NORTH,Consumer,4,2556.48,0.15,107.5
5868,2024-01-12,Office Supplies,Binders,SOUTH,Corporate,4,1413.12,0.15,48.59
5869,2024-10-16,Technology,Copiers,SOUTH,Corporate,1,573.24,0,163.14
5870,2024-11-03,Office Supplies,Storage,West,Corporate,2,200.8,0,21.09
5871,2024-04-12,Technology,Accessories,West,Corporate,2,420.76,0.3,0.15
5872,2024-11-20,Technology,Machines,South,Home Office,1,30.61,0.2,-0.0
5873,2024-07-12,Technology,Copiers,East,Consumer,1,631.59,0.2,40.45
5874,2024-05-21,Furniture,Chairs,South,Consumer,4,1849.92,0.1,211.79
5875,2024-01-15,Office Supplies,Art,North,Corporate,1,750.08,0.1,31.44
5876,2024-09-18,Office Supplies,Storage,SOUTH,Consumer,2,585.0,0,135.27
5877,2024-10-04,Furniture,Furnishings,North,Corporate,4,2000.76,0,-264.3
5878,2024-11-03,Office Supplies,Binders,SOUTH,Consumer,3,1868.07,0,379.82
5879,2024-06-22,Technology,Phones,East,Corporate,1,154.1,0.15,26.5
5880,2024-08-04,Furniture,Chairs,North,Home Office,3,1395.03,0,316.06
5881,2024-04-05,Furniture,Furnishings,North,Home Office,5,466.25,0.3,92.84
5882,2024-06-23,Technology,Copiers,East,Consumer,1,632.42,0.3,52.95
5883,2024-12-08,Furniture,Furnishings,east,Corporate,2,910.78,0.1,2.92
5884,2024-06-22,Technology,Accessories,south,Corporate,2,125.34,0,11.19
5885,2024-08-05,Furniture,Bookcases,EAST,Consumer,5,3991.55,0,-502.8
5886,2024-09-19,Technology,Copiers,West,Consumer,1,68.0,0.1,-5.24
5887,2024-12-15,Office Supplies,Storage,North,Home Office,2,223.1,0.15,33.75
5888,2024-02-21,Technology,Machines,WEST,Home Office,2,269.98,0.3,-5.46
5889,2024-11-09,Office Supplies,Binders,South,Home Office,2,1338.1,0.15,303.71
5890,2024-09-03,Furniture,Bookcases,North,Corporate,5,3508.6,0.2,-46.98
5891,2024-11-05,Office Supplies,Art,NORTH,Consumer,3,176.16,0.2,-2.91
5892,2024-12-11,Furniture,Chairs,EAST,Home Office,2,973.96,0,-95.29
5893,2024-08-25,Office Supplies,Storage,North,Consumer,1,297.42,0,82.5
5894,2024-11-07,Furniture,Tables,North,Home Office,2,1578.58,0,243.5
5895,2024-11-24,Technology,Machines,east,Home Office,4,1876.6,0.1,-189.3
5896,2024-04-19,Technology,Machines,West,Consumer,4,696.08,0,90.9
5897,2024-03-12,Technology,Accessories,South,Corporate,4,633.72,0.1,149.54
5898,2024-12-26,Technology,Accessories,EAST,Corporate,1,239.64,0.15,-24.53
5899,2024-03-12,Furniture,Furnishings,East,Home Office,2,597.28,0,69.56
5900,2024-05-21,Technology,Copiers,West,Home Office,3,1666.38,0,-78.45
5011,2024-02-06,Office Supplies,Paper,South,Corporate,2,654.6,0,190.94
5201,2024-07-04,Office Supplies,Paper,East,Corporate,2,1232.26,0.3,133.15
